source,material,materialType,weight,weightUnit,sellPrice,buybackPrice,currency,recordedDate,lineKey
"hargaemas-net","gold","Emas LM Batangan Antam",1,"gr",2773000,2577000,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",2,"gr",5486000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",3,"gr",8204000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",5,"gr",13640000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",10,"gr",27225000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",25,"gr",67937000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",50,"gr",135795000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",100,"gr",271512000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",250,"gr",678515000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",500,"gr",1356820000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",1000,"gr",2713600000,0,"IDR","2026-05-24",""
"hargaemas-net","gold","Emas LM Batangan Antam",0.5,"gr",1451500,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",1,"gr",2803000,2612000,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",2,"gr",5546000,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",3,"gr",8294000,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",5,"gr",13790000,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",10,"gr",27525000,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",25,"gr",68687000,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",50,"gr",137295000,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",100,"gr",274512000,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",250,"gr",686015000,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",500,"gr",1371820000,0,"IDR","2026-05-25",""
"hargaemas-net","gold","Emas LM Batangan Antam",1000,"gr",2743600000,0,"IDR","2026-05-25",""
